

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10025929951	3169	FOXA1	NM_004496	non-public		HSG00287764
10025914204			AW450572	non-public		HSG00210468
10023804986	8615		NM_003715	NM_003715		HSG00227762
10025918212			CR598049	non-public		HSG00285203
10023816216	11035	RIPK3	NM_006871	NM_006871		HSG00288438
10025908401	29844	TFPT	NM_013342	NM_013342		HSG00307339
10023815198	435	ASL	NM_000048	NM_000048		HSG00251088
10025929562	391014		XM_497661	non-public		HSG00355936
10025913502			AF147398	AF147398		HSG00280716
10025903514	54535	CCHCR1	NM_019052	NM_019052		HSG00244068
10025911464	10000	AKT3	NM_005465	NM_005465		HSG00204431
10023819844			AI345952	non-public		HSG00241846
10025926938			AL137428	AL137428		HSG00366780
10025931669			AF147399	AF147399		HSG00275840
10025905732	79100		NM_080719	NM_080719		HSG00206298
10023825560	36	ACADSB	NM_001609	NM_001609		HSG00268775
10023842938	26091	HERC4	NM_001017972	non-public		HSG00269638
10025903527	8891	EIF2B3	NM_020365	NM_020365		HSG00205015
10025925884				non-public	RosettaGeneID: HSG00361015	HSG00361015
10023846500			AK058134	AK058134		HSG00287694
10023851276	145957	NRG4	NM_138573	NM_138573		HSG00289571
10023824995	10098	TSPAN5	NM_005723	NM_005723		HSG00227085
10025906471	254394	MCMDC1	NM_153255	NM_153255		HSG00244612
10025919022			AV759060	non-public		HSG00247092
10023811246	1961	EGR4	NM_001965	NM_001965		HSG00215036
10031920796	442361	OR2A2	NM_001005480	NM_001005480		HSG00250985
10023813862	54987	C1orf123	NM_017887	NM_017887		HSG00207206
10031920247	399879	C11orf55	NM_207428	NM_207428		HSG00271983
10025928967			BC040978	BC040978		HSG00269072
10025934950			AK124960	non-public		HSG00354168
10025928682			AF086509	AF086509		HSG00201571
10025919873	28517	TRDV2	AF018169	non-public		HSG00355964
10025914391	127391	TMCO2	XM_059140	non-public		HSG00208828
10023824402	284439		NM_178526	non-public		HSG00356153
10025903849	3077	HFE	NM_139002	NM_139002		HSG00244041
10025927838				non-public	RosettaGeneID: HSG00369247	HSG00369247
10025919045	388566		NM_001001668	non-public		HSG00307804
10025926146			XM_062668	XM_062668		HSG00416393
10025919756	348692		BC047612	non-public		HSG00210846
10025922028			XM_059598	XM_059598		HSG00276386
10031920362	8551	INE2	Y10697	Y10697		HSG00376539
10025933297			AF209975	AF209975		HSG00299469
10025916988	54944		NM_017834	non-public		HSG00314842
10025910773	9262	STK17B	NM_004226	NM_004226		HSG00216294
10023816201	169841	ZNF169	NM_194320	non-public		HSG00262403
10023818496	2168	FABP1	NM_001443	NM_001443		HSG00214104
10023825042			AI079672	non-public		HSG00257453
10025934980	431704	RGS21	XM_089307	XM_089307		HSG00210338
10025920228	391817		XM_373094	non-public		HSG00427668
10025905501	7189	TRAF6	NM_145803	NM_145803		HSG00272098
10025907998	1606	DGKA	NM_001345	NM_001345		HSG00281958
10025934552	390146		XM_497290	non-public		HSG00275453
10023813428	400223		NM_207442	non-public		HSG00288457
10023819696	4837	NNMT	NM_006169	NM_006169		HSG00274727
10025924315				non-public	RosettaGeneID: HSG00367465	HSG00367465
10025910261	10455	PECI	NM_006117	NM_006117		HSG00243074
10023812025	51691	LSM8	NM_016200	NM_016200		HSG00251431
10025927605	401619		BC040297	BC040297		HSG00252165
10025922614			AA355739	non-public		HSG00206406
10025931171	340900		XM_291767	non-public		HSG00269687
10025912832	3340	NDST1	NM_001543	NM_001543		HSG00236660
10023846753	4313	MMP2	NM_004530	NM_004530		HSG00295017
10025916437			BE677855	non-public		HSG00277488
10025925416			AF087996	AF087996		HSG00280689
10025906992	11336	EXOC3	NM_007277	NM_007277		HSG00238259
10025912289	3192	HNRPU	NM_004501	NM_004501		HSG00206735
10025924941			AL833174	AL833174		HSG00368518
10025912208	51061	TXNDC11	NM_015914	NM_015914		HSG00294993
10025917630			BU070630	non-public		HSG00201226
10025918072			XM_174444	XM_174444		HSG00224438
10025924415			AA442245	non-public		HSG00305792
10025911422	2774	GNAL	NM_002071	NM_002071		HSG00303920
10025912220	26140	TTLL3	NM_015644	NM_015644		HSG00220348
10023816272			AA725726	non-public		HSG00224492
10023807557	22806	ZNFN1A3	NM_012481	NM_012481		HSG00298100
10025910361	26298	EHF	NM_172233	NM_172233		HSG00271759
10023815022	8513	LIPF	NM_004190	NM_004190		HSG00268975
10023819633	874	CBR3	NM_001236	NM_001236		HSG00315875
10023825902	4831	NME2	NM_002512	NM_002512		HSG00297702
10025905552	4543	MTNR1A	NM_005958	NM_005958		HSG00229042
10023823043	2979	GUCA1B	NM_002098	non-public		HSG00244404
10023820826	55081	IFT57	NM_018010	NM_018010		HSG00219699
10023818819	51265	CDKL3	NM_016508	NM_016508		HSG00237038
10023827883	1809	DPYSL3	NM_001387	NM_001387		HSG00236970
10025903748	206426		NM_152700	NM_152700		HSG00243176
10025931696	389071		XM_087128	XM_087128		HSG00211111
10025927348			XM_106388	XM_106388		HSG00369595
10023809174	314	AOC2	NM_001158	NM_001158		HSG00302895
10025902386	90527		NM_144565	NM_144565		HSG00291299
10025903869	7770	ZNF227	NM_182490	NM_182490		HSG00306320
10023825825	3975	LHX1	NM_005568	NM_005568		HSG00298093
10025913122	22847	ZNF507	NM_014910	NM_014910		HSG00308198
10023815079	1974	EIF4A2	NM_001967	NM_001967		HSG00221658
10025916164				non-public	ENSEMBLE: ENST00000344166	HSG00363037
10023826269	37	ACADVL	NM_000018	NM_000018		HSG00298159
10023813519	5871	MAP4K2	NM_004579	NM_004579		HSG00271754
10023839258	256949	ANKRD47		non-public	ENSEMBLE: ENST00000301456	HSG00306713
10025910365	23197	UBXD8	NM_014613	NM_014613		HSG00237149
10025911297	993	CDC25A	NM_001789	NM_001789		HSG00226502
10023805764	27283	TINAG	NM_014464	NM_014464		HSG00242907
10023808788			BX096496	non-public		HSG00263915
10025925249			XM_169419	XM_169419		HSG00361789
10025914574			XM_210142	XM_210142		HSG00202014
10023823693	93649	MYOCD	NM_153604	non-public		HSG00302817
10025903491	3512	IGJ	NM_144646	NM_144646		HSG00227298
10026394889	51747		NM_016424	NM_016424		HSG00354445
10025912663	57599	WDR48	NM_020839	NM_020839		HSG00226473
10023809728	2784	GNB3	NM_002075	NM_002075		HSG00276753
10033668427	6558	SLC12A2	NM_001046	NM_001046		HSG00236691
10023809842	5997	RGS2	NM_002923	NM_002923		HSG00205837
10025919363	26628	OR7E47P	BC042060	non-public		HSG00358122
10025923839			AA398771	non-public		HSG00210310
10025903723	5810	RAD1	NM_133377	NM_133377		HSG00236852
10023813330	2857	GPR34	NM_005300	NM_005300		HSG00254693
10025912780	79368	FCRL2	NM_030764	NM_030764		HSG00209783
10025923271			BC040967	BC040967		HSG00203821
10025912393	165140	OXER1	NM_148962	NM_148962		HSG00216225
10023838518	84154	BXDC1	AK056264	AK056264		HSG00243933
10025915752			AW291071	non-public		HSG00307562
10023807879	10763	NES	NM_006617	non-public		HSG00204495
10025911188	5725	PTBP1	NM_002819	NM_002819		HSG00306232
10023841311			AF038171	AF038171		HSG00229307
10025903620	8351	HIST1H3D	NM_003530	NM_003530		HSG00243981
10023825697			AA829314	non-public		HSG00262822
10025905912	5594	MAPK1	NM_002745	NM_002745		HSG00314278
10023813604	55740	ENAH	NM_001008493	non-public		HSG00200196
10025913979			BC007236	non-public		HSG00262113
10025934876			AK131516	non-public		HSG00260353
10025907661	2768	GNA12	NM_007353	NM_007353		HSG00248493
10023843271	79618	HMBOX1	NM_024567	NM_024567		HSG00257814
10023812648			XM_212467	non-public		HSG00215989
10025907597	9617	MTRF1	NM_004294	NM_004294		HSG00284862
10025930430			XM_171469	XM_171469		HSG00385483
10025934274	440512		XM_498713	non-public		HSG00305851
10033668699	607616		AB256019	AB256019		CFG00125140
10025931602	440536		AK098812	AK098812		HSG00308613
10025923757			BC037867	BC037867		HSG00282472
10023813674	5720	PSME1	NM_006263	NM_006263		HSG00288820
10025924399			XM_069055	XM_069055		HSG00366843
10025927815	401491		BC004474	BC004474		HSG00358429
10023812857			AI076473	AI076473_RC		HSG00231969
10023843710	126170			non-public	ENSEMBLE: ENST00000269643	HSG00358600
10025904335	6646	SOAT1	NM_003101	NM_003101		HSG00209062
10025931998			AF070538	AF070538		HSG00275017
10025905329	54888	NSUN2	NM_017755	NM_017755		HSG00237849
10025913566			AK094194	AK094194		HSG00218065
10025935578	283130		NM_182556	non-public		HSG00272317
10025907738	164	AP1G1	NM_001128	NM_001128		HSG00294329
10025933359	838	CASP5	NM_004347	non-public		HSG00274106
10025923077	1379	CR1L	XM_114735	non-public		HSG00351586
10025904604	83548	COG3	NM_031431	NM_031431		HSG00284568
10025905423	10725	NFAT5	NM_138714	NM_138714		HSG00294210
10023822810	1910	EDNRB	NM_000115	NM_000115		HSG00284622
10026394957	8971	H1FX	NM_006026	NM_006026		HSG00222206
10025911201	57115	PGLYRP4	NM_020393	NM_020393		HSG00203858
10023810292	25843	PREI3	NM_015387	NM_015387		HSG00213590
10023837556	57719	TMEM16H	AB046843	AB046843		HSG00308171
10025907110	54842		NM_017694	NM_017694		HSG00211759
10025912853	9419		NM_014171	NM_014171		HSG00213334
10023839559	64968	MRPS6	NM_032476	NM_032476		HSG00315869
10023816096	1576	CYP3A4	NM_000776	NM_000776		HSG00249563
10025917279			Y10204	Y10204		HSG00241406
10025931357			AK000106	AK000106		HSG00252006
10023814906	1993	ELAVL2	NM_004432	non-public		HSG00262318
10025909434	9482	STX8	NM_004853	NM_004853		HSG00302818
10025916392			BC031318	BC031318		HSG00402201
10025906587	271	AMPD2	NM_004037	NM_004037		HSG00206023
10025924018	255743	NPNT	NM_198278	non-public		HSG00228229
10023812407			AI033258	non-public		HSG00316884
10025903560	6672	SP100	NM_003113	NM_003113		HSG00212453
10023806785			AI168309	non-public		HSG00290312
10025927009				non-public	RosettaGeneID: HSG00365321	HSG00365321
10025935798			BF338775	non-public		HSG00302069
10025914086	284100		XM_375443	non-public		HSG00299519
10025909025	130557	ZNF513	NM_144631	NM_144631		HSG00215037
10025914260			XM_068283	XM_068283		HSG00230061
10025923658	400242		NM_207443	non-public		HSG00288603
10031919892	390075	OR52N5	NM_001001922	NM_001001922		HSG00272777
10023808095	6004	RGS16	NM_002928	NM_002928		HSG00210002
10025921176			BC041451	non-public		HSG00207285
10023807564	685	BTC	NM_001729	NM_001729		HSG00227152
10025913172	22929	SEPHS1	NM_012247	NM_012247		HSG00267947
10025906765	10645	CAMKK2	NM_172214	NM_172214		HSG00277001
10023846954	9066	SYT7	Y19237	Y19237		HSG00270945
10025931176				non-public	ENSEMBLE: ENST00000318301	HSG00236062
10025934236	440399		XM_498655	non-public		HSG00301029
10031920508	126298	IRGQ		non-public	ENSEMBLE: ENST00000300809	HSG00308240
10023828367	84875	PARP10	NM_032789	NM_032789		HSG00259203
10025929182			AK057465	AK057465		HSG00303750
10025934535			BG655085	non-public		HSG00225296
10023809805	23279	NUP160	D83781	D83781		HSG00272389
10025913924			XM_070732	XM_070732		HSG00363598
10023815670			AV652900	non-public		HSG00414649
10023823179	84919	PPP1R15B	NM_032833	non-public		HSG00204534
10023838152	79109	MAPKAP1	NM_024117	NM_024117		HSG00262294
10025924660	5062	PAK2	NM_002577	non-public		HSG00225238
10023805086	388526		XM_371157	non-public		HSG00419861
10025906239	122616	C14orf79	NM_025100	NM_025100		HSG00288460
10025910201	5252	PHF1	NM_002636	NM_002636		HSG00241904
10025927583	23426	GRIP1	XM_290559	non-public		HSG00278686
10025910452	3516	RBPSUH	NM_015874	NM_015874		HSG00228613
10025917669			AL041126	non-public		HSG00232984
10025909908	3373	HYAL1	NM_033159	NM_033159		HSG00220352
10023818900	64105		NM_022145	non-public		HSG00236893
10025926881	145837		BC029061	BC029061		HSG00290207
10023812287	51693		NM_016209	NM_016209		HSG00296985
10023808964	10002	NR2E3	NM_014249	NM_014249		HSG00290990
10025904314	27023	FOXB1	NM_012182	NM_012182		HSG00291674
10025919298			BC038730	BC038730		HSG00207917
10031920177			BG548328	BG548328		HSG00342513
10025920054	8291	DYSF	NM_003494	non-public		HSG00214319
10023834264	80835	TAS1R1	NM_138697	NM_138697		HSG00203645
10023828029	3787	KCNS1	NM_002251	NM_002251		HSG00311388
10023821633	9927	MFN2	NM_014874	NM_014874		HSG00205074
10023838265	79183	C20orf121	AK056178	AK056178		HSG00311696
10023830249	64641	EBF2	NM_022659	NM_022659		HSG00258497
10023812743	6275	S100A4	NM_002961	NM_002961		HSG00317343
10025903944	51289	RXFP3	NM_016568	NM_016568		HSG00236668
10025917258			XM_173891	XM_173891		HSG00370651
10025923819			AF086444	AF086444		HSG00275924
10025916223			AV728083	non-public		HSG00381603
10025909336	64108	RTP4	NM_022147	NM_022147		HSG00219639
10025933521	11223	MSTP9	U28055	U28055		HSG00351363
10023808803	55052	MRPL20	NM_017971	NM_017971		HSG00208017
10023816562			AA443561	non-public		HSG00425547
10025917579			CD244122	non-public		HSG00246193
10023825945	85440	DOCK7	NM_033407	non-public		HSG00204605
10023817056	54507	ADAMTSL4	AL122085	AL122085		HSG00203612
10025913775			AI208138	non-public		HSG00245821
10025928816	390245		XM_061850	XM_061850		HSG00250961
10023810278	54850	FBXL12	NM_017703	NM_017703		HSG00308262
10023846869	84319	C3orf26	NM_032359	NM_032359		HSG00219519
10025918183				non-public	ENSEMBLE: ENST00000272762	HSG00218195
10025903095	2993	GYPA	NM_002099	NM_002099		HSG00228546
10025909853	51117	COQ4	NM_016035	NM_016035		HSG00262812
10023817273	55852	TEX2	NM_018469	non-public		HSG00301633
10023827741	7940	LST1	NM_007161	NM_007161		HSG00244400
10023810499	1420	CRYGC	NM_020989	NM_020989		HSG00213979
10023846413	149692		AK023614	AK023614		HSG00311774
10023815094			AA583543	non-public		HSG00309878
10023809369	10246	SLC17A2	NM_005835	NM_005835		HSG00241880
10025929682				non-public	RosettaGeneID: HSG00366484	HSG00366484
10025920750			AF339818	AF339818		HSG00284996
10025911087	55178	RNMTL1	NM_018146	NM_018146		HSG00301740
10025928226	285412		AL117508	AL117508		HSG00230301
10023810351	5604	MAP2K1	NM_002755	NM_002755		HSG00290981
10025906141	10617	STAMBP	NM_006463	NM_006463		HSG00215060
10025920739			BF509222	non-public		HSG00289934
10028976751	57062	DDX24	NM_020414	NM_020414		HSG00287833
10023816143	4094	MAF	NM_005360	NM_005360		HSG00295866
10025913307	55651	NOLA2	NM_017838	NM_017838		HSG00237496
10025926356	643275		XM_370692	non-public		HSG00428065
10025920690			AI916948	non-public		HSG00240402
10023825185			AI359912	non-public		HSG00270327
10025931122	286441		XM_212319	XM_212319		HSG00252757
10025913694			C01225	non-public		HSG00263820
10023837421			AL390143	AL390143		HSG00217486
10025909668	842	CASP9	NM_032996	NM_032996		HSG00203112
10023817751			AK129917	non-public		HSG00279916
10025908892	22905	EPN2	NM_014964	NM_014964		HSG00301661
10025926466	4213	MEIS3P1	AK054814	AK054814		HSG00299019
10025912715	92291	CAPN13	NM_144575	NM_144575		HSG00213608
10025907422	153443	SRFBP1	NM_152546	NM_152546		HSG00232651
10023825269			AA286867	non-public		HSG00247925
10023820901	51043	ZBTB7B	NM_015872	NM_015872		HSG00202478
10025910469	3208	HPCA	NM_002143	NM_002143		HSG00205800
10025935247			AA442586	non-public		HSG00280116
10023834341				non-public	ENSEMBLE: ENST00000301630	HSG00299932
10023807852	1056	CEL	NM_001807	NM_001807		HSG00262164
10033668685	8718	TNFRSF25	NM_148971	NM_148971		HSG00205643
10023831000	81871	KRTAP4-15	AJ406945	AJ406945		HSG00299824
10023826340	5350	PLN	NM_002667	NM_002667		HSG00242807
10025935386	346545		XM_294261	non-public		HSG00422695
10023824426	26258	PLDN	AF131859	AF131859		HSG00290226
10025903803	27433	TOR2A	NM_130459	NM_130459		HSG00261942
10023837036	222553	SLC35F1		non-public	ENSEMBLE: ENST00000177056	HSG00244905
10023810262	250	ALPP	NM_001632	NM_001632		HSG00213521
10023808593	3735	KARS	NM_005548	NM_005548		HSG00296007
10025925272			BC045098	non-public		HSG00314716
10023841868			AK023912	AK023912		HSG00297372
10025917509			H00891	non-public		HSG00287958
10023816822	2961	GTF2E2	NM_002095	NM_002095		HSG00258530
10025909817	339483		NM_178546	NM_178546		HSG00207312
10023829913	79734	KCTD17	NM_024681	NM_024681		HSG00314490
10025909552	115362	GBP5	NM_052942	NM_052942		HSG00210064
10025931938				non-public	RosettaGeneID: HSG00364300	HSG00364300
10023805488	27178	IL1F7	NM_014439	NM_014439		HSG00213935
10025905407	92	ACVR2A	NM_001616	NM_001616		HSG00214263
10023810253	55716	LMBR1L	NM_018113	NM_018113		HSG00282238
10025928407				non-public	RosettaGeneID: HSG00366348	HSG00366348
10025907491	23625	FAM89B	NM_152832	NM_152832		HSG00274102
10025902582	64170	CARD9	NM_052813	NM_052813		HSG00261958
10025932592			AK023382	AK023382		HSG00202337
10023813183	140545	RNF32	NM_030936	non-public		HSG00250992
10025928403	401007		XM_496596	non-public		HSG00216276
10023836284			AK022239	AK022239		HSG00308704
10025903246	57192	MCOLN1	NM_020533	NM_020533		HSG00307950
10023815412	55636	CHD7	NM_017780	NM_017780		HSG00259162
10023816221			AA468133	non-public		HSG00210973
10033668516	6563	SLC14A1	NM_015865	NM_015865		HSG00303884
10025928052	2047	EPHB1	AL133099	AL133099		HSG00226405
10025917945	285423		XM_209604	non-public		HSG00229532
10025920333			AL832590	AL832590		HSG00303581
10031920656	286557	RBMY1A3P	AF527837	non-public		HSG00313118
10023809548			AA884838	non-public		HSG00353631
10023804938	3984	LIMK1	NM_002314	NM_002314		HSG00249021
10025928986			AK025673	AK025673		HSG00298965
10023827046	388272		NM_001001436	non-public		HSG00295692
10025934597			BC013077	BC013077		HSG00246482
10025908780	8808	IL1RL2	NM_003854	NM_003854		HSG00215650
10025902541	23223	KIAA0690	NM_015179	NM_015179		HSG00269189
10023811284	55340	GIMAP5	NM_018384	NM_018384		HSG00250916
10025916992				non-public	ENSEMBLE: ENST00000331244	HSG00239371
10025911367	54913	RPP25	NM_017793	NM_017793		HSG00291242
10023833560	79012	CAMKV	NM_024046	NM_024046		HSG00219705
10025920263	81327	OR4A16	XM_210198	XM_210198		HSG00272746
10023817294			BX098273	non-public		HSG00253891
10025906855	51364	ZMYND10	NM_015896	NM_015896		HSG00221688
10023827819	6192	RPS4Y1	NM_001008	NM_001008		HSG00312990
10023807737	6464	SHC1	NM_003029	NM_003029		HSG00207536
10025905510	472	ATM	NM_138293	NM_138293		HSG00273413
10023810586			AF131846	non-public		HSG00215604
10025928812				non-public	RosettaGeneID: HSG00362574	HSG00362574
10025902929	65068	ALS2CR14	NM_178231	NM_178231		HSG00213571
10023811966			AI051753	non-public		HSG00231386
10025931077	6389	SDHA	NM_004168	non-public		HSG00232609
10023811455			AA417099	non-public		HSG00308141
10023810520	139322	CXorf33	NM_198450	non-public		HSG00252280
10025902744	2121	EVC	NM_014556	NM_014556		HSG00227294
10023824883	4594	MUT	NM_000255	NM_000255		HSG00244093
10023819098	9993	DGCR2	NM_005137	NM_005137		HSG00314100
10025902174	114823	LENG8	NM_052925	NM_052925		HSG00305940
10025932960			AK092605	AK092605		HSG00210876
10023811626	1312	COMT	NM_000754	NM_000754		HSG00314583
10023831523	64782	ISG20L1	NM_022767	NM_022767		HSG00290624
10025906358	23640		NM_012267	NM_012267		HSG00308326
10025908045	25988	MIZF	NM_015517	NM_015517		HSG00272430
10023821714	6776	STAT5A	NM_003152	NM_003152		HSG00301691
10025911650	10278	EFS	NM_005864	NM_005864		HSG00287760
10023824444	285733		XM_379432	non-public		HSG00238748
10023809884			AA398575	non-public		HSG00401224
10023811806	1776	DNASE1L3	NM_004944	NM_004944		HSG00219624
10031920036	254571		BC042063	BC042063		HSG00292360
10023805323	8048	CSRP3	NM_003476	NM_003476		HSG00274745
10025924691			XM_212346	XM_212346		HSG00203199
10025934164			CD517145	non-public		HSG00291106
10023812370	2220	FCN2	NM_015838	NM_015838		HSG00263236
10023821619	8519	IFITM1	NM_003641	NM_003641		HSG00274755
10025912910	5930	RBBP6	NM_018703	NM_018703		HSG00294327
10025908144	340481	ZDHHC21	NM_178566	NM_178566		HSG00261457
10023808408	133	ADM	NM_001124	NM_001124		HSG00273768
10025933255	388568		XM_064859	XM_064859		HSG00352577
10023838761	285588			non-public	ENSEMBLE: ENST00000296941	HSG00233895
10025903022	122553	TRAPPC6B	NM_177452	NM_177452		HSG00287744
10033668642	29927	SEC61A1	NM_013336	NM_013336		HSG00226489
10023811240	4889	NPY5R	NM_006174	NM_006174		HSG00229510
10025905512	152002	C3orf21	NM_152531	NM_152531		HSG00220304
10023831332	56674	TMEM9B	NM_020644	NM_020644		HSG00273403
10025918261				non-public	ENSEMBLE: ENST00000321415	HSG00308573
10023811129			AA411954	non-public		HSG00222519
10025921338			AK092320	AK092320		HSG00413616
10025933194			AI828056	non-public		HSG00307584
10025910483	8643	PTCH2	NM_003738	NM_003738		HSG00206070
10023828096	2182	ACSL4	NM_004458	NM_004458		HSG00255084
10025914853			AK093967	AK093967		HSG00297181
10023818952				non-public	RosettaGeneID: HSG00318082	HSG00318082
10025931253			AA974708	non-public		HSG00215133
10023833543	55083			non-public	ENSEMBLE: ENST00000294926	HSG00204793
10025916443			AL049355	AL049355		HSG00292352
10023829605	85004	RERG	NM_032918	NM_032918		HSG00282310
10025914042				non-public	RosettaGeneID: HSG00378967	HSG00378967
10033669022	1848	DUSP6	NM_022652	NM_022652		HSG00278312
10025915614			XM_061365	XM_061365		HSG00363860
10023827058	887	CCKBR	NM_000731	NM_000731		HSG00272874
10023818136	3607	FOXK2	NM_004514	NM_004514		HSG00302015
10025908854	2280	FKBP1A	NM_054014	NM_054014		HSG00312143
10025919328			AA993447	non-public		HSG00310594
10025912231	79712	GTDC1	NM_014118	NM_014118		HSG00214192
10025914866	22931	RAB18	AK090947	AK090947		HSG00267722
10023811012	148898		NM_001008896	non-public		HSG00209040
10023808032	29094		NM_014181	NM_014181		HSG00213942
10023826675			AA252019	non-public		HSG00306558
10025905031	148223	C19orf25	NM_152482	NM_152482		HSG00307535
10023821776	11142	PKIG	NM_007066	NM_007066		HSG00312164
10023811354			AL080234	AL080234		HSG00407307
10023807146	55511	SAGE1	NM_018666	NM_018666		HSG00254022
10023814069	54858	PGPEP1	NM_017712	NM_017712		HSG00307524
10025905954	123036	MTAC2D1	NM_152332	NM_152332		HSG00287397
10025903367	2626	GATA4	NM_002052	NM_002052		HSG00259826
10023814770	213	ALB	NM_000477	NM_000477		HSG00228972
10025922866			AK024561	AK024561		HSG00262831
10031920575	391298		XM_372889	XM_372889		HSG00314983
10025929041			BF438738	non-public		HSG00218360
10023809495	11034	DSTN	NM_006870	NM_006870		HSG00312167
10023826408	3698	ITIH2	NM_002216	NM_002216		HSG00267615
10023827856	8322	FZD4	NM_012193	NM_012193		HSG00272647
10025928001			AK098632	AK098632		HSG00229248
10025910998	84457	PHYHIPL	NM_032439	NM_032439		HSG00267590
10025908007	9924	USP52	NM_014871	NM_014871		HSG00277157
10025914031			AI351786	non-public		HSG00258258
10025911052	85509	MBD3L1	NM_145208	NM_145208		HSG00307875
10023817930	744	MPPED2	NM_001584	NM_001584		HSG00272448
10025913108	27097	TAF5L	NM_014409	NM_014409		HSG00207534
10025926684			AK025253	AK025253		HSG00274398
10025919978			BC015142	BC015142		HSG00312479
10025902332	81620		NM_030928	NM_030928		HSG00295183
10025907318	84536	C21orf67	NM_058188	NM_058188		HSG00315865
10025917304			AI972563	non-public		HSG00297029
10023849842	65258	MPPE1	NM_023075	NM_023075		HSG00303930
10025933658			BF434598	non-public		HSG00257358
10025903421	55195	C14orf105	NM_018168	NM_018168		HSG00288045
10025934819			AI138580	non-public		HSG00219205
10025933550	440738	MAP1LC3C	XM_496447	non-public		HSG00209669
10025924959			L23849	L23849		HSG00234150
10023848478	4209	MEF2D	AK056972	AK056972		HSG00204464
10023818021			AA907029	non-public		HSG00292961
10023809038	4060	LUM	NM_002345	NM_002345		HSG00277074
10025919141			BC039411	BC039411		HSG00229359
10025932143				non-public	RosettaGeneID: HSG00361525	HSG00361525
10031920300	228	ALDOAP2	M21191	M21191		HSG00270440
10023817021	22841	RAB11FIP2	NM_014904	NM_014904		HSG00268771
10025906001	8787	RGS9	NM_003835	NM_003835		HSG00298146
10025925641			XM_210818	XM_210818		HSG00366403
10025915208			AA972401	non-public		HSG00289756
10025908177	3929	LBP	NM_004139	NM_004139		HSG00312084
10023805791	376940	ZC3H6	XM_372951	non-public		HSG00212238
10023817251	597	BCL2A1	NM_004049	NM_004049		HSG00291687
10023816456	746	C11orf10	NM_014206	NM_014206		HSG00272310
10025911893	5718	PSMD12	NM_174871	NM_174871		HSG00302026
10025918445			BU734475	non-public		HSG00200951
10025922156	283852		AK098148	AK098148		HSG00297174
10025912164	57205	ATP10D	NM_020453	NM_020453		HSG00227292
10023814850	3965	LGALS9	NM_002308	NM_002308		HSG00301962
10023825109			BC067241	non-public		HSG00265801
10025916369			XM_212503	XM_212503		HSG00365248
10025928905			AK093957	AK093957		HSG00238165
10025933809			U58665	U58665		HSG00304097
10023826770	54938	SARS2	NM_017827	NM_017827		HSG00307946
10023808425	51166	AADAT	NM_016228	NM_016228		HSG00228612
10023819969	6141	RPL18	NM_000979	NM_000979		HSG00307886
10025912548	92344	SCYL1BP1	NM_152281	NM_152281		HSG00202320
10023838253	60560	MAK10	NM_021929	NM_021929		HSG00261900
10023811348	23511	NUP188	D79991	D79991		HSG00260937
10025904298	54512	EXOSC4	NM_019037	NM_019037		HSG00258861
10023813358	8395	PIP5K1B	NM_003558	NM_003558		HSG00261896
10025918033	390054	OR52A5	XM_372352	non-public		HSG00272876
10023840403	89870	TRIM15	NM_033229	NM_033229		HSG00241918
10025908533	56147	PCDHA1	NM_031410	NM_031410		HSG00238353
10025913196	64409	WBSCR17	NM_022479	NM_022479		HSG00249070
10025911077	7542	ZFPL1	NM_006782	NM_006782		HSG00274125
10025909346	6231	RPS26	NM_001029	NM_001029		HSG00278574
10023822606	4929	NR4A2	NM_173172	non-public		HSG00212487
10023813927			AA412635	non-public		HSG00275445
10025913070	93107	KCNG4	NM_172347	NM_172347		HSG00296303
10023828874	375775	C9orf111		non-public	ENSEMBLE: ENST00000290369	HSG00260987
10025914248	374393	FAM111B	BC005998	BC005998		HSG00271358
10025918681			XM_212430	XM_212430		HSG00301059
10025909524	1636	ACE	NM_152830	NM_152830		HSG00301879
10025926611			AK025786	AK025786		HSG00316413
10023844459	80310	PDGFD	NM_025208	NM_025208		HSG00271102
10025920533			BF680938	non-public		HSG00212260
10025902243	117195	MRGPRX3	NM_054031	NM_054031		HSG00273671
10023821678	56896	DPYSL5	NM_020134	NM_020134		HSG00213052
10025923680			XM_065244	XM_065244		HSG00210812
10023828787	147945	NALP4	NM_134444	NM_134444		HSG00306217
10023842028			AF085868	AF085868		HSG00256120
10023837697	128611	C20orf174		non-public	ENSEMBLE: ENST00000244032	HSG00311268
10025910506	9941	ENDOGL1	NM_005107	NM_005107		HSG00222222
10023831192			AK074181	AK074181		HSG00207637
10025902785	8721	EDF1	NM_003792	NM_003792		HSG00260904
10023813764	202134		AL117630	AL117630		HSG00234094
10025919245			AF090096	AF090096		HSG00218527
10025904397	1789	DNMT3B	NM_006892	NM_006892		HSG00311393
10025907166	55632	KIAA1333	NM_017769	NM_017769		HSG00287203
